sale_date,product_category_name,order_units,unit_price,customer_state
2017-03-13,ferramentas_jardim,1,34.9,PR
2018-04-03,papelaria,2,7.9,SP
2018-03-29,relogios_presentes,1,178.99,SP
2018-07-01,automotivo,1,119.9,MG
2018-02-10,cama_mesa_banho,1,81.4,SP
2018-03-07,utilidades_domesticas,1,59.9,BA
2018-02-22,industria_comercio_e_negocios,2,79.0,MG
2018-07-08,cama_mesa_banho,2,269.9,RR
2017-05-22,esporte_lazer,1,91.99,RJ
2018-07-19,beleza_saude,1,110.0,SP
2018-04-16,moveis_decoracao,3,35.0,RJ
2017-11-06,brinquedos,1,44.9,SP
2018-03-16,instrumentos_musicais,1,285.0,BA
2018-03-27,livros_tecnicos,1,14.95,MG
2018-06-26,relogios_presentes,1,78.0,RJ
2018-04-09,pet_shop,1,63.9,SP
2018-08-05,utilidades_domesticas,1,22.99,SP
2018-02-05,fashion_bolsas_e_acessorios,1,35.0,SP
2018-03-07,brinquedos,1,599.9,TO
2018-08-22,perfumaria,1,116.9,RJ
2017-03-13,cool_stuff,1,129.99,RS
2018-01-21,cama_mesa_banho,1,19.9,MG
2017-12-05,esporte_lazer,1,47.9,MG
2018-04-12,eletronicos,1,13.65,SP
2018-07-19,utilidades_domesticas,2,76.5,PR
2018-03-15,informatica_acessorios,1,31.9,SC
2017-12-16,cama_mesa_banho,1,167.99,SP
2018-04-27,utilidades_domesticas,1,63.72,MG
2018-05-16,artes,1,99.99,PR
2018-05-29,informatica_acessorios,1,67.99,SP
2018-02-16,informatica_acessorios,2,84.0,MG
2017-10-05,beleza_saude,1,79.9,SP
2017-03-08,informatica_acessorios,1,44.99,PR
2017-05-09,informatica_acessorios,1,69.0,RJ
2017-08-18,beleza_saude,1,69.19,MG
2017-05-31,informatica_acessorios,1,36.9,SP
2017-09-24,ferramentas_jardim,1,99.0,RJ
2017-07-11,relogios_presentes,1,879.99,MT
2018-07-30,climatizacao,1,139.0,MG
2017-11-09,audio,3,44.99,SP
2018-03-15,alimentos,1,149.9,PI
2018-08-20,papelaria,1,139.0,SP
2017-12-17,esporte_lazer,1,115.0,RS
2018-03-29,fashion_bolsas_e_acessorios,1,80.0,SP
2018-03-29,relogios_presentes,1,54.99,RJ
2017-12-13,informatica_acessorios,1,149.99,RS
2018-02-22,cool_stuff,1,72.99,RS
2017-10-16,cama_mesa_banho,1,52.64,RJ
2017-12-11,brinquedos,1,38.25,SC
2018-07-02,artigos_de_natal,1,24.9,SP
2018-01-08,cama_mesa_banho,1,39.99,SC
2017-12-04,casa_conforto,1,199.9,RJ
2018-06-16,pet_shop,1,388.0,RJ
2018-04-27,relogios_presentes,1,29.0,SP
2018-04-27,relogios_presentes,1,29.0,SP
2018-03-23,papelaria,1,89.9,SP
2017-07-10,fashion_bolsas_e_acessorios,1,24.99,MG
2018-02-16,papelaria,1,49.9,GO
2017-03-10,automotivo,1,139.0,RN
2018-01-23,utilidades_domesticas,1,94.0,SP
2018-07-30,cama_mesa_banho,1,29.99,SP
2018-07-30,cama_mesa_banho,1,29.99,SP
2018-07-30,cama_mesa_banho,1,75.27,SP
2018-01-12,telefonia,1,7.0,SP
2018-02-17,automotivo,1,59.98,MG
2017-03-22,relogios_presentes,1,1949.9,SP
2018-03-30,fashion_bolsas_e_acessorios,1,49.9,PB
2018-07-28,bebes,1,42.5,SP
2018-07-02,papelaria,1,39.0,SP
2018-02-23,eletronicos,1,13.65,SP
2018-02-21,relogios_presentes,1,598.99,SP
2017-08-13,cool_stuff,1,572.0,PR
2017-05-05,utilidades_domesticas,1,37.9,RJ
2017-09-05,esporte_lazer,1,119.34,GO
2018-02-24,consoles_games,1,1314.99,SE
2018-08-13,informatica_acessorios,1,59.99,RJ
2018-06-18,beleza_saude,1,188.0,MG
2017-11-23,esporte_lazer,1,349.0,PA
2018-07-31,relogios_presentes,1,55.0,SP
2018-01-07,automotivo,1,50.4,SC
2018-03-25,cama_mesa_banho,1,110.0,DF
2018-03-21,beleza_saude,1,188.0,RJ
2017-09-17,cama_mesa_banho,1,105.1,RJ
2018-06-20,ferramentas_jardim,4,49.9,SP
2018-08-16,cama_mesa_banho,1,68.5,SP
2017-09-18,moveis_escritorio,1,79.99,BA
2018-06-12,beleza_saude,3,12.0,SP
2017-09-28,beleza_saude,1,99.49,SP
2017-08-08,perfumaria,1,214.0,SP
2017-08-22,ferramentas_jardim,1,199.9,RJ
2017-09-03,beleza_saude,1,45.99,SP
2017-05-29,informatica_acessorios,1,31.9,MG
2018-06-05,utilidades_domesticas,1,89.0,RS
2017-07-07,moveis_escritorio,1,116.6,BA
2018-01-10,beleza_saude,1,40.9,RJ
2017-06-29,beleza_saude,1,18.99,SP
2018-04-24,eletrodomesticos,1,39.9,MG
2017-10-21,telefonia,1,24.99,SP
2017-01-21,cama_mesa_banho,1,219.9,AC
2018-01-05,moveis_escritorio,1,109.9,MG
2018-03-19,ferramentas_jardim,2,53.9,SE
2018-03-12,eletrodomesticos,1,26.0,SP
2018-01-23,beleza_saude,1,97.9,SP
2018-06-04,casa_construcao,1,190.0,SP
2018-03-08,cama_mesa_banho,1,59.9,SP
2017-12-04,ferramentas_jardim,1,89.99,MG
2018-01-06,moveis_decoracao,1,14.9,SC
2018-01-06,moveis_decoracao,1,14.9,SC
2018-06-24,artes,1,99.99,SP
2018-06-24,moveis_decoracao,1,45.9,SP
2017-03-28,beleza_saude,1,138.0,CE
2018-07-25,cool_stuff,1,19.9,SP
2017-08-02,cama_mesa_banho,1,89.9,SP
2017-09-30,artes,1,39.9,SP
2018-02-26,eletrodomesticos,1,26.15,PA
2018-08-19,alimentos,1,80.9,SP
2017-08-12,relogios_presentes,1,675.99,SP
2017-10-17,moveis_decoracao,1,250.0,RJ
2017-11-25,telefonia,1,169.99,RJ
2018-02-19,informatica_acessorios,1,82.0,SP
2017-08-08,relogios_presentes,1,229.9,RS
2018-06-02,esporte_lazer,2,99.0,SP
2017-02-13,moveis_decoracao,2,49.0,RJ
2017-06-17,informatica_acessorios,1,19.99,SP
2017-06-17,informatica_acessorios,1,19.74,SP
2017-11-12,telefonia,1,27.99,BA
2018-02-15,moveis_decoracao,1,54.9,SP
2018-07-31,beleza_saude,1,27.99,SP
2017-06-12,informatica_acessorios,1,59.9,BA
2017-11-09,telefonia,1,19.9,BA
2017-11-09,telefonia,1,27.99,BA
2017-06-27,utilidades_domesticas,2,59.9,SP
2018-04-11,relogios_presentes,1,78.0,MG
2018-06-12,ferramentas_jardim,1,179.0,BA
2017-12-14,perfumaria,1,259.9,SP
2018-04-26,ferramentas_jardim,1,39.5,SP
2018-01-24,brinquedos,1,129.99,SP
2017-07-30,utilidades_domesticas,1,28.99,DF
2018-01-16,ferramentas_jardim,1,120.0,SP
2017-09-16,bebes,1,270.0,SP
2017-09-12,bebes,1,129.9,PA
2018-08-01,ferramentas_jardim,1,139.0,RJ
2018-07-02,pet_shop,1,109.99,RJ
2017-03-06,informatica_acessorios,1,26.9,MA
2016-10-07,pet_shop,1,379.98,SP
2018-01-18,informatica_acessorios,1,149.0,RJ
2017-07-21,esporte_lazer,1,20.49,PE
2017-10-22,perfumaria,1,52.9,SP
2017-11-29,automotivo,1,229.04,SP
2017-12-20,telefonia,1,145.0,SP
2017-03-26,ferramentas_jardim,1,34.9,SP
2017-05-25,relogios_presentes,1,35.0,SP
2018-03-03,moveis_decoracao,1,148.0,PB
2017-10-24,moveis_decoracao,1,55.0,PR
2018-02-10,pet_shop,1,94.9,MG
2018-06-17,papelaria,1,66.0,RJ
2017-01-19,cama_mesa_banho,1,149.9,SP
2017-10-11,fashion_roupa_masculina,1,147.5,SP
2018-05-07,automotivo,1,39.9,SP
2017-04-30,cama_mesa_banho,1,59.5,BA
2018-01-20,telefonia,1,27.99,PA
2017-09-12,informatica_acessorios,1,175.9,MG
2017-11-22,consoles_games,1,24.5,SP
2017-07-07,cama_mesa_banho,1,89.9,SP
2018-08-02,automotivo,1,37.99,SP
2018-04-18,papelaria,1,20.9,PR
2018-05-01,relogios_presentes,1,298.9,MG
2017-05-05,market_place,1,95.9,MG
2017-06-02,cama_mesa_banho,1,189.99,GO
2017-08-10,relogios_presentes,1,159.9,PE
2018-04-12,eletrodomesticos,1,329.9,SC
2017-08-16,informatica_acessorios,1,46.9,SP
2017-04-01,relogios_presentes,1,17.9,SP
2017-05-20,cama_mesa_banho,1,59.99,SP
2018-01-20,informatica_acessorios,2,42.0,MG
2018-02-26,livros_tecnicos,1,33.0,SP
2018-04-03,relogios_presentes,1,54.99,MT
2017-12-07,brinquedos,1,69.99,SP
2018-04-18,pcs,1,640.0,PR
2018-07-19,automotivo,2,170.0,SP
2018-06-19,beleza_saude,1,119.9,PR
2017-07-06,moveis_decoracao,1,45.9,MG
2018-05-09,instrumentos_musicais,1,55.0,SC
2018-07-30,automotivo,1,1788.0,RN
2017-11-23,cama_mesa_banho,1,43.99,SP
2018-05-22,cama_mesa_banho,1,49.95,SP
2018-05-15,perfumaria,1,35.9,SP
2017-10-02,cama_mesa_banho,1,95.03,SP
2018-02-26,bebes,1,1055.9,SC
2018-06-02,moveis_decoracao,1,196.8,RN
2018-03-28,livros_interesse_geral,1,19.9,SP
2018-05-22,cama_mesa_banho,1,179.9,SP
2017-07-27,cama_mesa_banho,1,34.9,RS
2017-08-19,cama_mesa_banho,1,89.9,BA
2017-08-19,cama_mesa_banho,1,99.99,BA
2017-08-19,moveis_decoracao,1,59.9,BA
2018-05-06,esporte_lazer,1,67.9,BA
2018-07-16,beleza_saude,1,58.5,MG
2017-09-26,moveis_decoracao,1,45.9,SP
2017-09-26,moveis_decoracao,1,89.9,SP
2017-11-24,cama_mesa_banho,1,148.9,SP
2018-02-18,casa_construcao,1,10.5,SP
2018-06-25,beleza_saude,1,66.99,SP
2017-11-24,esporte_lazer,1,49.99,SP
2017-07-29,cool_stuff,1,99.99,MA
2017-08-07,eletrodomesticos,1,161.6,SC
2017-11-08,relogios_presentes,1,199.0,MG
2018-06-09,ferramentas_jardim,1,49.9,SP
2018-02-16,informatica_acessorios,1,45.22,RJ
2017-04-20,malas_acessorios,1,259.9,RJ
2017-03-18,telefonia,1,25.0,DF
2017-09-19,ferramentas_jardim,1,59.9,SP
2018-08-06,cama_mesa_banho,1,71.99,RJ
2017-12-18,cama_mesa_banho,1,89.9,SP
2017-09-22,esporte_lazer,1,103.0,SP
2017-09-24,market_place,1,219.0,SP
2018-08-08,malas_acessorios,1,72.9,RJ
2017-06-06,cama_mesa_banho,1,82.99,DF
2017-10-27,relogios_presentes,1,45.0,RJ
2018-06-02,bebes,1,77.98,RJ
2018-07-19,utilidades_domesticas,1,78.45,MG
2018-08-07,casa_construcao,1,79.9,RJ
2017-10-07,relogios_presentes,1,19.9,MG
2017-09-17,utilidades_domesticas,1,71.0,SP
2017-06-05,cool_stuff,1,129.99,ES
2018-02-12,brinquedos,1,110.0,PR
2018-06-13,fashion_bolsas_e_acessorios,1,49.9,SP
2018-05-08,beleza_saude,1,64.99,ES
2017-07-01,cama_mesa_banho,1,28.9,RJ
2017-12-29,cool_stuff,1,199.0,RJ
2018-01-26,eletronicos,1,21.9,BA
2018-01-27,relogios_presentes,1,89.0,PE
2018-08-16,fashion_bolsas_e_acessorios,1,59.0,RS
2018-05-09,beleza_saude,1,140.0,SP
2017-07-03,cool_stuff,1,99.99,SC
2018-01-22,relogios_presentes,1,29.0,SC
2018-04-16,eletronicos,1,52.0,RS
2017-10-13,esporte_lazer,1,215.0,SP
2017-08-07,cama_mesa_banho,1,14.9,SP
2018-05-11,esporte_lazer,1,99.9,RS
2017-08-29,esporte_lazer,1,130.0,PR
2017-10-22,moveis_decoracao,2,59.55,SC
2018-05-07,cama_mesa_banho,1,140.99,PR
2017-09-17,informatica_acessorios,1,21.9,MG
2017-07-06,bebes,1,79.9,SP
2018-07-28,esporte_lazer,1,140.7,SP
2018-01-02,beleza_saude,1,119.9,SP
2017-08-24,telefonia,2,110.0,BA
2018-01-05,fashion_bolsas_e_acessorios,1,59.99,RS
2018-02-06,utilidades_domesticas,2,44.9,RS
2018-06-25,relogios_presentes,1,104.9,RJ
2017-11-19,beleza_saude,1,129.9,PE
2018-08-15,beleza_saude,1,69.5,SP
2018-06-20,cama_mesa_banho,1,55.9,MG
2018-03-07,relogios_presentes,1,175.0,RJ
2017-08-17,automotivo,1,37.5,SP
2018-03-21,perfumaria,1,117.7,SP
2018-01-16,fashion_bolsas_e_acessorios,1,48.3,SP
2018-05-22,informatica_acessorios,1,35.9,SP
2018-01-30,informatica_acessorios,1,53.99,SP
2018-06-02,eletrodomesticos,1,25.49,SP
2018-06-04,utilidades_domesticas,4,14.8,SP
2018-06-04,utilidades_domesticas,2,14.5,SP
2018-06-04,cama_mesa_banho,1,45.9,SP
2018-02-25,cool_stuff,1,209.99,AM
2018-01-24,beleza_saude,1,349.0,RJ
2017-07-23,papelaria,1,39.9,DF
2018-06-10,beleza_saude,1,503.34,SP
2018-06-08,moveis_decoracao,1,78.8,PR
2018-07-19,esporte_lazer,1,129.9,MA
2018-02-28,ferramentas_jardim,1,999.9,RJ
2017-11-19,moveis_decoracao,1,119.0,DF
2018-01-19,moveis_decoracao,1,299.0,PR
2018-06-21,beleza_saude,1,90.0,SP
2018-06-03,perfumaria,1,118.5,SP
2017-12-26,perfumaria,1,56.99,SP
2018-07-16,telefonia,1,27.99,RS
2018-02-07,automotivo,1,172.2,CE
2018-05-20,eletronicos,1,12.25,SP
2018-01-18,cool_stuff,1,229.99,SP
2018-02-23,informatica_acessorios,1,70.0,SP
2018-03-20,relogios_presentes,1,199.0,SP
2017-06-11,cool_stuff,1,99.9,SP
2018-03-08,perfumaria,1,12.99,SP
2018-03-08,perfumaria,1,12.99,SP
2018-02-15,cama_mesa_banho,1,89.0,PR
2018-05-04,esporte_lazer,1,60.0,TO
2017-09-21,telefonia,1,16.99,SP
2018-06-02,automotivo,1,199.0,SP
2017-12-12,beleza_saude,1,84.99,RO
2018-03-02,alimentos_bebidas,1,60.0,RJ
2017-07-08,telefonia,1,18.99,ES
2017-07-08,telefonia,1,16.5,ES
2018-07-23,fashion_bolsas_e_acessorios,1,120.0,MG
2017-08-14,esporte_lazer,1,59.99,BA
2016-12-23,fashion_bolsas_e_acessorios,1,10.9,PR
2017-03-28,fashion_bolsas_e_acessorios,1,137.9,GO
2018-04-30,bebes,1,99.49,MG
2017-07-10,cama_mesa_banho,1,69.9,SP
2017-05-30,telefonia,1,149.99,BA
2017-07-03,esporte_lazer,1,39.9,MA
2017-11-18,ferramentas_jardim,1,10.22,SC
2018-04-23,automotivo,1,109.9,SP
2018-05-18,moveis_decoracao,1,70.0,RJ
2018-04-16,eletronicos,1,27.99,MG
2017-08-10,cama_mesa_banho,1,366.4,PE
2018-01-31,cama_mesa_banho,1,19.9,RJ
2018-04-26,papelaria,1,27.75,SP
2018-04-30,telefonia,1,29.99,RS
2018-08-07,automotivo,1,166.9,RS
2017-12-05,cama_mesa_banho,1,99.99,SP
2018-05-06,esporte_lazer,1,128.9,SP
2017-12-25,moveis_decoracao,1,12.99,SP
2017-12-19,informatica_acessorios,1,149.99,RJ
2018-04-06,automotivo,2,17.98,DF
2017-09-30,moveis_decoracao,1,13.9,SP
2017-03-19,ferramentas_jardim,1,34.9,SP
2017-07-19,cama_mesa_banho,2,89.97,RJ
2017-05-04,fashion_calcados,1,32.9,SP
2018-08-27,esporte_lazer,1,52.51,SP
2018-07-24,eletrodomesticos,1,13.6,MG
2018-07-02,esporte_lazer,1,119.0,SP
2018-05-26,eletronicos,1,9.9,SP
2018-07-24,cama_mesa_banho,1,84.9,RJ
2017-05-03,fashion_bolsas_e_acessorios,1,49.0,RJ
2018-07-25,brinquedos,1,594.99,PB
2017-04-05,malas_acessorios,1,319.9,SP
2018-04-23,moveis_decoracao,1,139.9,SP
2017-11-15,telefonia,1,274.99,RJ
2018-04-23,ferramentas_jardim,1,110.0,MG
2017-07-01,fashion_bolsas_e_acessorios,1,69.0,RJ
2017-06-12,fashion_bolsas_e_acessorios,1,129.99,MG
2017-08-16,consoles_games,1,454.0,PI
2017-11-10,ferramentas_jardim,1,59.9,SP
2017-10-04,moveis_decoracao,1,50.9,SP
2018-05-07,instrumentos_musicais,1,55.0,SP
2018-05-22,relogios_presentes,2,105.0,SP
2018-08-02,informatica_acessorios,1,39.9,MS
2018-01-26,moveis_decoracao,1,149.9,SP
2018-04-19,livros_interesse_geral,1,79.9,MG
2018-06-09,cama_mesa_banho,1,199.9,RS
2018-06-09,cama_mesa_banho,1,199.9,RS
2018-04-14,moveis_decoracao,1,169.0,MA
2017-08-19,bebes,1,290.0,SP
2018-07-10,bebes,1,29.99,RJ
2018-06-10,utilidades_domesticas,1,42.1,SP
2017-09-30,bebes,1,130.0,RS
2018-04-13,cama_mesa_banho,1,39.99,RJ
2018-02-23,moveis_decoracao,2,49.9,RS
2017-08-22,moveis_decoracao,1,24.99,SP
2018-02-16,construcao_ferramentas_jardim,5,40.8,SP
2018-05-01,industria_comercio_e_negocios,1,110.0,SP
2018-05-07,relogios_presentes,1,45.0,SP
2017-06-15,ferramentas_jardim,1,109.99,SP
2018-03-18,moveis_cozinha_area_de_servico_jantar_e_jardim,1,119.0,PR
2017-07-12,cama_mesa_banho,1,219.9,SP
2017-07-16,esporte_lazer,1,259.0,SP
2017-07-16,esporte_lazer,1,179.0,SP
2018-07-02,utilidades_domesticas,1,62.9,SP
2017-05-22,cool_stuff,1,45.9,SP
2018-08-13,malas_acessorios,1,129.9,SP
2017-10-20,cama_mesa_banho,1,49.0,SP
2018-03-02,telefonia,1,29.98,SP
2018-01-29,ferramentas_jardim,1,49.9,RS
2018-02-17,brinquedos,1,44.9,SP
2018-07-24,moveis_decoracao,1,70.0,PR
2018-04-18,informatica_acessorios,2,67.0,ES
2017-12-21,brinquedos,1,329.9,DF
2018-02-12,eletronicos,1,21.9,SP
2018-06-08,automotivo,1,58.9,SP
2018-04-03,informatica_acessorios,1,149.9,BA
2017-10-23,moveis_decoracao,1,19.9,SP
2017-10-23,moveis_decoracao,1,14.9,SP
2018-01-22,beleza_saude,1,379.9,MG
2018-03-08,fashion_underwear_e_moda_praia,1,49.9,RJ
2017-09-28,eletroportateis,1,489.9,RJ
2017-12-27,bebidas,1,55.49,SP
2017-05-26,cama_mesa_banho,1,19.9,MG
2018-03-28,informatica_acessorios,1,129.0,SP
2017-09-14,esporte_lazer,1,44.32,RJ
2018-05-16,eletroportateis,1,69.0,MG
2017-08-18,papelaria,1,79.0,MG
2018-02-22,esporte_lazer,1,389.0,SC
2017-05-17,moveis_decoracao,1,67.9,SP
2017-11-27,moveis_decoracao,3,90.0,PR
2017-11-21,moveis_decoracao,1,38.4,SC
2018-03-05,moveis_sala,1,329.9,RJ
2018-05-24,relogios_presentes,1,209.0,DF
2017-11-09,bebes,1,64.9,SP
2017-04-20,utilidades_domesticas,1,7.29,SP
2018-06-12,brinquedos,1,32.99,SP
2017-10-08,esporte_lazer,1,129.99,SP
2017-11-30,cama_mesa_banho,1,219.9,SP
2017-10-28,brinquedos,1,139.9,RJ
2018-03-23,relogios_presentes,1,688.0,PE
2017-12-27,cama_mesa_banho,1,59.9,MG
2017-12-27,cama_mesa_banho,1,59.9,MG
2018-04-15,construcao_ferramentas_seguranca,1,99.0,SP
2017-06-29,utilidades_domesticas,1,73.0,PB
2017-12-14,automotivo,1,559.0,RN
2017-12-18,papelaria,1,224.9,SP
2018-02-03,beleza_saude,1,29.9,SP
2017-07-01,moveis_decoracao,1,79.99,SP
2018-01-31,perfumaria,1,108.5,SP
2017-05-23,telefonia,1,18.9,ES
2018-01-05,utilidades_domesticas,2,59.99,RJ
2017-07-21,cama_mesa_banho,1,29.9,SP
2018-07-12,relogios_presentes,1,549.0,BA
2018-03-11,cama_mesa_banho,1,32.9,SP
2017-12-09,cama_mesa_banho,1,79.9,DF
2018-07-19,papelaria,1,634.4,PA
2017-09-21,esporte_lazer,2,25.9,SP
2017-09-25,beleza_saude,1,325.0,SP
2017-08-27,telefonia,1,18.49,RS
2018-04-11,livros_importados,1,125.0,SP
2018-05-09,automotivo,1,79.99,RJ
2017-12-05,moveis_decoracao,1,75.0,MG
2018-02-10,pet_shop,1,56.0,PR
2018-02-26,informatica_acessorios,2,220.91,SP
2018-02-01,bebidas,1,47.49,SP
2018-08-02,papelaria,1,139.9,SP
2018-04-04,construcao_ferramentas_construcao,2,33.99,SP
2017-12-22,esporte_lazer,1,179.0,SP
2018-05-22,perfumaria,1,119.9,RJ
2018-08-16,esporte_lazer,1,49.9,SP
2018-06-29,cama_mesa_banho,1,59.99,SP
2017-12-09,moveis_decoracao,1,74.9,MG
2018-06-14,casa_construcao,1,234.0,PB
2017-06-18,brinquedos,1,164.99,MG
2018-03-03,informatica_acessorios,1,18.6,SP
2017-09-13,fashion_bolsas_e_acessorios,1,55.9,SP
2018-01-16,cool_stuff,1,29.5,SP
2018-08-02,automotivo,1,27.9,ES
2017-08-04,fashion_roupa_feminina,1,49.0,SP
2017-11-26,utilidades_domesticas,2,359.99,MG
2017-11-19,cama_mesa_banho,1,169.99,RJ
2018-01-18,malas_acessorios,1,54.9,RJ
2017-09-27,brinquedos,1,21.9,PR
2018-08-23,beleza_saude,1,110.32,SP
2018-02-13,telefonia,1,29.99,GO
2018-02-28,utilidades_domesticas,1,34.9,RJ
2018-02-21,perfumaria,1,117.8,SP
2017-04-24,relogios_presentes,1,129.0,AL
2018-05-13,ferramentas_jardim,1,329.9,PR
2017-11-01,cool_stuff,1,610.0,SE
2018-03-19,relogios_presentes,1,115.0,SP
2018-04-05,automotivo,1,74.9,RJ
2017-10-31,esporte_lazer,1,379.9,SP
2018-07-12,beleza_saude,1,189.0,RJ
2017-12-30,brinquedos,1,35.9,SC
2017-11-02,relogios_presentes,1,49.0,MG
2017-07-18,cama_mesa_banho,1,205.0,RJ
2017-10-17,construcao_ferramentas_ferramentas,1,29.9,SC
2017-12-26,beleza_saude,1,23.99,DF
2018-01-12,bebes,1,48.9,SP
2017-05-05,beleza_saude,1,990.0,BA
2018-02-19,moveis_decoracao,1,54.9,AL
2018-06-27,cama_mesa_banho,1,50.0,RJ
2017-11-10,moveis_decoracao,1,75.0,SP
2018-08-13,cama_mesa_banho,1,39.0,SC
2018-04-22,cama_mesa_banho,1,89.9,RJ
2018-06-27,telefonia,1,18.9,SP
2018-03-09,cama_mesa_banho,1,159.9,SP
2017-09-15,moveis_escritorio,1,129.99,SC
2018-05-02,esporte_lazer,1,65.0,PE
2018-03-23,moveis_decoracao,1,69.9,RJ
2017-10-23,telefonia,1,28.99,MG
2018-08-15,relogios_presentes,1,78.0,SP
2017-09-07,cama_mesa_banho,1,118.58,RS
2017-09-19,bebes,1,79.9,BA
2017-09-25,relogios_presentes,1,158.0,RJ
2017-11-24,ferramentas_jardim,1,49.0,MG
2018-07-17,informatica_acessorios,1,139.0,MG
2017-09-14,moveis_decoracao,6,31.8,RS
2017-08-27,moveis_decoracao,3,38.4,RJ
2017-12-11,esporte_lazer,1,98.0,MG
2017-11-23,esporte_lazer,1,110.9,MG
2017-04-26,pet_shop,1,168.0,MG
2018-02-12,eletronicos,1,12.25,RJ
2018-06-25,cool_stuff,1,70.9,MS
2017-10-31,esporte_lazer,1,45.9,SC
2017-06-18,informatica_acessorios,1,75.0,RJ
2017-04-05,casa_conforto,1,89.9,SP
2017-12-14,brinquedos,1,99.9,SP
2018-04-05,construcao_ferramentas_seguranca,1,65.0,SP
2017-11-18,casa_construcao,1,369.99,SC
2017-01-30,perfumaria,1,99.9,RJ
2017-01-19,eletronicos,1,29.5,PR
2017-12-25,ferramentas_jardim,1,49.9,CE
2017-11-15,cama_mesa_banho,2,19.9,MG
2017-11-15,cama_mesa_banho,1,34.9,MG
2017-11-15,cama_mesa_banho,1,35.0,MG
2018-04-25,cama_mesa_banho,1,64.9,SP
2018-05-09,cama_mesa_banho,1,75.0,SP
2018-05-09,cama_mesa_banho,1,115.99,SP
2017-02-20,pet_shop,1,22.0,SP
2017-09-05,moveis_decoracao,1,100.0,MG
2017-04-29,telefonia,1,34.99,RJ
2018-06-17,beleza_saude,1,70.0,SP
2017-11-30,construcao_ferramentas_seguranca,1,29.9,SP
2017-11-26,consoles_games,1,399.0,SP
2018-02-23,eletronicos,1,18.9,SP
2018-03-14,esporte_lazer,1,55.0,SP
2017-07-16,informatica_acessorios,1,31.9,SP
2017-10-03,brinquedos,1,45.0,RJ
2017-03-28,perfumaria,1,289.0,MG
2017-03-10,informatica_acessorios,2,69.0,RJ
2017-09-08,alimentos,1,56.97,RJ
2018-03-06,alimentos_bebidas,1,40.8,SP
2017-02-08,cama_mesa_banho,1,20.0,SC
2018-01-09,ferramentas_jardim,1,99.9,SC
2018-04-23,beleza_saude,1,29.9,SP
2017-08-08,artes,1,110.0,RJ
2018-03-22,perfumaria,1,49.99,MG
2017-09-01,moveis_decoracao,1,89.99,RJ
2017-12-31,papelaria,1,89.0,RS
2017-04-06,beleza_saude,1,34.99,RJ
2018-04-23,malas_acessorios,1,79.99,MG
2018-07-26,esporte_lazer,1,29.9,SP
2018-08-11,pet_shop,5,26.9,SP
2017-10-09,esporte_lazer,1,234.0,RJ
2017-09-27,consoles_games,1,319.0,SP
2018-08-17,utilidades_domesticas,1,32.0,SP
2017-11-26,beleza_saude,1,84.99,GO
2017-08-12,utilidades_domesticas,1,389.9,SP
2018-01-14,instrumentos_musicais,1,379.0,BA
2018-01-08,livros_interesse_geral,1,29.9,SP
2017-03-10,cama_mesa_banho,1,163.99,RJ
2018-01-08,automotivo,1,27.18,MG
2018-05-21,moveis_decoracao,1,69.9,SC
2018-05-01,automotivo,1,139.99,BA
2018-03-06,ferramentas_jardim,1,99.9,MG
2018-07-15,bebes,1,59.9,PR
2018-08-09,telefonia,1,27.99,SP
2017-11-02,telefonia,1,145.0,MG
2018-02-20,malas_acessorios,1,26.99,RJ
2017-06-09,moveis_decoracao,1,34.9,SP
2018-05-01,moveis_decoracao,1,75.0,SC
2018-02-21,fashion_bolsas_e_acessorios,1,49.0,SP
2018-06-21,esporte_lazer,1,99.0,SP
2017-11-19,relogios_presentes,1,139.9,ES
2017-11-25,cama_mesa_banho,1,160.99,RJ
2018-06-05,informatica_acessorios,1,79.99,MG
2018-07-26,beleza_saude,1,31.5,SP
2018-02-21,bebes,1,48.9,SP
2018-01-22,papelaria,1,154.9,MG
2017-12-29,eletronicos,1,49.0,SP
2018-03-10,beleza_saude,1,325.0,ES
2018-08-24,construcao_ferramentas_construcao,2,125.0,MG
2017-03-25,informatica_acessorios,1,589.0,SP
2017-11-23,beleza_saude,1,49.99,SP
2018-06-02,esporte_lazer,1,74.9,SP
2018-06-26,construcao_ferramentas_construcao,1,42.97,SP
2018-05-18,telefonia,1,27.99,RJ
2017-09-20,malas_acessorios,1,54.9,PR
2018-01-29,cama_mesa_banho,1,42.99,RJ
2018-08-08,cama_mesa_banho,1,109.99,SP
2017-11-21,informatica_acessorios,1,29.9,SP
2018-03-01,perfumaria,1,262.0,SP
2018-01-30,agro_industria_e_comercio,1,412.0,PR
2018-08-25,perfumaria,1,31.9,RJ
2018-02-18,eletronicos,1,356.0,RJ
2018-05-30,perfumaria,1,13.99,SP
2018-05-11,relogios_presentes,1,241.0,MA
2018-03-17,beleza_saude,1,59.99,SP
2017-12-01,telefonia,1,29.89,SP
2017-10-08,esporte_lazer,1,59.9,SP
2018-05-03,utilidades_domesticas,2,120.0,SP
2017-12-31,esporte_lazer,1,249.99,CE
2018-02-05,informatica_acessorios,1,170.9,RJ
2018-08-21,moveis_decoracao,1,59.0,SP
2018-01-14,malas_acessorios,1,87.9,RJ
2017-12-14,relogios_presentes,1,49.0,PR
2018-05-10,relogios_presentes,1,144.0,MG
